x1,y1,z1,theta1,x2,y2,z2,theta2,x3,y3,z3,theta3,x4,y4,z4,theta4,x5,y5,z5,theta5
98.000000,86.303243,0.000000,16.461276,302.000000,102.095059,50.000000,-20.906761,98.000000,75.745324,100.000000,-21.284985,302.000000,61.253902,150.000000,-32.101404,98.000000,25.927559,200.000000,-23.016479
98.400000,86.421434,0.000000,17.669881,301.600000,101.942260,50.000000,-21.359915,98.400000,75.589491,100.000000,-21.546791,301.600000,61.002968,150.000000,-32.117682,98.400000,25.757633,200.000000,-22.852510
98.800000,86.548859,0.000000,18.853519,301.200000,101.785825,50.000000,-21.805893,98.800000,75.431549,100.000000,-21.803364,301.200000,60.751877,150.000000,-32.129880,98.800000,25.589057,200.000000,-22.683530
99.200000,86.685447,0.000000,20.011423,300.800000,101.625788,50.000000,-22.244675,99.200000,75.271533,100.000000,-22.054660,300.800000,60.500667,150.000000,-32.138002,99.200000,25.421869,200.000000,-22.509554
99.600000,86.831126,0.000000,21.142959,300.400000,101.462187,50.000000,-22.676246,99.600000,75.109479,100.000000,-22.300632,300.400000,60.249377,150.000000,-32.142046,99.600000,25.256105,200.000000,-22.330600
100.000000,86.985817,0.000000,22.247616,300.000000,101.295059,50.000000,-23.100596,100.000000,74.945422,100.000000,-22.541240,300.000000,59.998048,150.000000,-32.142015,100.000000,25.091804,200.000000,-22.146689
100.400000,87.149442,0.000000,23.325000,299.600000,101.124439,50.000000,-23.517720,100.400000,74.779399,100.000000,-22.776442,299.600000,59.746720,150.000000,-32.137907,100.400000,24.929001,200.000000,-21.957839
100.800000,87.321916,0.000000,24.374828,299.200000,100.950367,50.000000,-23.927618,100.800000,74.611448,100.000000,-23.006200,299.200000,59.495432,150.000000,-32.129722,100.800000,24.767732,200.000000,-21.764072
101.200000,87.503153,0.000000,25.396922,298.800000,100.772881,50.000000,-24.330294,101.200000,74.441607,100.000000,-23.230478,298.800000,59.244223,150.000000,-32.117460,101.200000,24.608035,200.000000,-21.565410
101.600000,87.693060,0.000000,26.391196,298.400000,100.592019,50.000000,-24.725755,101.600000,74.269915,100.000000,-23.449240,298.400000,58.993133,150.000000,-32.101119,101.600000,24.449943,200.000000,-21.361877
102.000000,87.891545,0.000000,27.357653,298.000000,100.407822,50.000000,-25.114012,102.000000,74.096411,100.000000,-23.662453,298.000000,58.742203,150.000000,-32.080697,102.000000,24.293491,200.000000,-21.153497
102.400000,88.098511,0.000000,28.296372,297.600000,100.220329,50.000000,-25.495082,102.400000,73.921136,100.000000,-23.870084,297.600000,58.491471,150.000000,-32.056193,102.400000,24.138715,200.000000,-20.940296
102.800000,88.313856,0.000000,29.207507,297.200000,100.029581,50.000000,-25.868982,102.800000,73.744130,100.000000,-24.072104,297.200000,58.240978,150.000000,-32.027602,102.800000,23.985647,200.000000,-20.722301
103.200000,88.537477,0.000000,30.091271,296.800000,99.835619,50.000000,-26.235734,103.200000,73.565435,100.000000,-24.268484,296.800000,57.990762,150.000000,-31.994923,103.200000,23.834322,200.000000,-20.499540
103.600000,88.769268,0.000000,30.947934,296.400000,99.638484,50.000000,-26.595363,103.600000,73.385093,100.000000,-24.459194,296.400000,57.740863,150.000000,-31.958152,103.600000,23.684772,200.000000,-20.272045
104.000000,89.009117,0.000000,31.777813,296.000000,99.438220,50.000000,-26.947895,104.000000,73.203146,100.000000,-24.644209,296.000000,57.491322,150.000000,-31.917284,104.000000,23.537029,200.000000,-20.039845
104.400000,89.256913,0.000000,32.581269,295.600000,99.234868,50.000000,-27.293360,104.400000,73.019639,100.000000,-24.823502,295.600000,57.242176,150.000000,-31.872316,104.400000,23.391126,200.000000,-19.802975
104.800000,89.512540,0.000000,33.358696,295.200000,99.028471,50.000000,-27.631790,104.800000,72.834614,100.000000,-24.997051,295.200000,56.993466,150.000000,-31.823243,104.800000,23.247094,200.000000,-19.561469
105.200000,89.775878,0.000000,34.110518,294.800000,98.819073,50.000000,-27.963219,105.200000,72.648116,100.000000,-25.164829,294.800000,56.745231,150.000000,-31.770058,105.200000,23.104963,200.000000,-19.315364
105.600000,90.046805,0.000000,34.837183,294.400000,98.606719,50.000000,-28.287683,105.600000,72.460190,100.000000,-25.326816,294.400000,56.497510,150.000000,-31.712758,105.600000,22.964765,200.000000,-19.064697
106.000000,90.325198,0.000000,35.539158,294.000000,98.391452,50.000000,-28.605220,106.000000,72.270882,100.000000,-25.482989,294.000000,56.250342,150.000000,-31.651335,106.000000,22.826528,200.000000,-18.809508
106.400000,90.610928,0.000000,36.216924,293.600000,98.173318,50.000000,-28.915868,106.400000,72.080237,100.000000,-25.633326,293.600000,56.003766,150.000000,-31.585783,106.400000,22.690283,200.000000,-18.549840
106.800000,90.903865,0.000000,36.870974,293.200000,97.952361,50.000000,-29.219669,106.800000,71.888303,100.000000,-25.777808,293.200000,55.757821,150.000000,-31.516097,106.800000,22.556058,200.000000,-18.285735
107.200000,91.203877,0.000000,37.501806,292.800000,97.728629,50.000000,-29.516664,107.200000,71.695127,100.000000,-25.916414,292.800000,55.512546,150.000000,-31.442267,107.200000,22.423881,200.000000,-18.017240
107.600000,91.510827,0.000000,38.109923,292.400000,97.502166,50.000000,-29.806896,107.600000,71.500755,100.000000,-26.049125,292.400000,55.267980,150.000000,-31.364288,107.600000,22.293780,200.000000,-17.744402
108.000000,91.824579,0.000000,38.695827,292.000000,97.273020,50.000000,-30.090409,108.000000,71.305238,100.000000,-26.175921,292.000000,55.024161,150.000000,-31.282151,108.000000,22.165782,200.000000,-17.467270
108.400000,92.144992,0.000000,39.260021,291.600000,97.041237,50.000000,-30.367248,108.400000,71.108622,100.000000,-26.296785,291.600000,54.781128,150.000000,-31.195849,108.400000,22.039914,200.000000,-17.185897
108.800000,92.471922,0.000000,39.803002,291.200000,96.806866,50.000000,-30.637459,108.800000,70.910958,100.000000,-26.411697,291.200000,54.538919,150.000000,-31.105372,108.800000,21.916201,200.000000,-16.900335
109.200000,92.805225,0.000000,40.325261,290.800000,96.569954,50.000000,-30.901086,109.200000,70.712294,100.000000,-26.520640,290.800000,54.297572,150.000000,-31.010712,109.200000,21.794669,200.000000,-16.610642
109.600000,93.144753,0.000000,40.827282,290.400000,96.330548,50.000000,-31.158178,109.600000,70.512682,100.000000,-26.623596,290.400000,54.057126,150.000000,-30.911861,109.600000,21.675343,200.000000,-16.316874
110.000000,93.490356,0.000000,41.309540,290.000000,96.088698,50.000000,-31.408780,110.000000,70.312170,100.000000,-26.720548,290.000000,53.817619,150.000000,-30.808808,110.000000,21.558247,200.000000,-16.019093
110.400000,93.841883,0.000000,41.772500,289.600000,95.844453,50.000000,-31.652939,110.400000,70.110812,100.000000,-26.811477,289.600000,53.579087,150.000000,-30.701545,110.400000,21.443405,200.000000,-15.717360
110.800000,94.199179,0.000000,42.216614,289.200000,95.597862,50.000000,-31.890702,110.800000,69.908656,100.000000,-26.896366,289.200000,53.341570,150.000000,-30.590062,110.800000,21.330839,200.000000,-15.411742
111.200000,94.562088,0.000000,42.642324,288.800000,95.348974,50.000000,-32.122118,111.200000,69.705757,100.000000,-26.975197,288.800000,53.105104,150.000000,-30.474348,111.200000,21.220572,200.000000,-15.102305
111.600000,94.930453,0.000000,43.050059,288.400000,95.097839,50.000000,-32.347232,111.600000,69.502165,100.000000,-27.047953,288.400000,52.869728,150.000000,-30.354394,111.600000,21.112627,200.000000,-14.789118
112.000000,95.304113,0.000000,43.440233,288.000000,94.844508,50.000000,-32.566092,112.000000,69.297933,100.000000,-27.114616,288.000000,52.635477,150.000000,-30.230190,112.000000,21.007024,200.000000,-14.472254
112.400000,95.682906,0.000000,43.813248,287.600000,94.589031,50.000000,-32.778744,112.400000,69.093113,100.000000,-27.175169,287.600000,52.402389,150.000000,-30.101726,112.400000,20.903783,200.000000,-14.151786
112.800000,96.066670,0.000000,44.169492,287.200000,94.331458,50.000000,-32.985235,112.800000,68.887761,100.000000,-27.229592,287.200000,52.170501,150.000000,-29.968989,112.800000,20.802926,200.000000,-13.827792
113.200000,96.455239,0.000000,44.509336,286.800000,94.071842,50.000000,-33.185610,113.200000,68.681927,100.000000,-27.277868,286.800000,51.939849,150.000000,-29.831972,113.200000,20.704470,200.000000,-13.500351
113.600000,96.848446,0.000000,44.833140,286.400000,93.810232,50.000000,-33.379917,113.600000,68.475667,100.000000,-27.319978,286.400000,51.710471,150.000000,-29.690662,113.600000,20.608436,200.000000,-13.169543
114.000000,97.246123,0.000000,45.141247,286.000000,93.546682,50.000000,-33.568198,114.000000,68.269035,100.000000,-27.355904,286.000000,51.482401,150.000000,-29.545048,114.000000,20.514841,200.000000,-12.835452
114.400000,97.648100,0.000000,45.433988,285.600000,93.281243,50.000000,-33.750500,114.400000,68.062086,100.000000,-27.385625,285.600000,51.255677,150.000000,-29.395122,114.400000,20.423703,200.000000,-12.498166
114.800000,98.054206,0.000000,45.711675,285.200000,93.013966,50.000000,-33.926866,114.800000,67.854873,100.000000,-27.409123,285.200000,51.030333,150.000000,-29.240870,114.800000,20.335039,200.000000,-12.157770
115.200000,98.464268,0.000000,45.974611,284.800000,92.744905,50.000000,-34.097340,115.200000,67.647451,100.000000,-27.426378,284.800000,50.806406,150.000000,-29.082285,115.200000,20.248864,200.000000,-11.814358
115.600000,98.878113,0.000000,46.223080,284.400000,92.474112,50.000000,-34.261963,115.600000,67.439877,100.000000,-27.437368,284.400000,50.583931,150.000000,-28.919353,115.600000,20.165195,200.000000,-11.468021
116.000000,99.295566,0.000000,46.457355,284.000000,92.201639,50.000000,-34.420779,116.000000,67.232206,100.000000,-27.442074,284.000000,50.362943,150.000000,-28.752066,116.000000,20.084047,200.000000,-11.118855
116.400000,99.716450,0.000000,46.677692,283.600000,91.927540,50.000000,-34.573827,116.400000,67.024493,100.000000,-27.440474,283.600000,50.143477,150.000000,-28.580414,116.400000,20.005433,200.000000,-10.766958
116.800000,100.140589,0.000000,46.884335,283.200000,91.651868,50.000000,-34.721149,116.800000,66.816794,100.000000,-27.432546,283.200000,49.925567,150.000000,-28.404385,116.800000,19.929368,200.000000,-10.412429
117.200000,100.567804,0.000000,47.077515,282.800000,91.374677,50.000000,-34.862783,117.200000,66.609165,100.000000,-27.418268,282.800000,49.709248,150.000000,-28.223971,117.200000,19.855865,200.000000,-10.055369
117.600000,100.997916,0.000000,47.257446,282.400000,91.096019,50.000000,-34.998769,117.600000,66.401663,100.000000,-27.397617,282.400000,49.494554,150.000000,-28.039162,117.600000,19.784936,200.000000,-9.695884
118.000000,101.430747,0.000000,47.424332,282.000000,90.815949,50.000000,-35.129143,118.000000,66.194344,100.000000,-27.370571,282.000000,49.281520,150.000000,-27.849948,118.000000,19.716592,200.000000,-9.334078
118.400000,101.866114,0.000000,47.578361,281.600000,90.534520,50.000000,-35.253943,118.400000,65.987264,100.000000,-27.337105,281.600000,49.070178,150.000000,-27.656321,118.400000,19.650845,200.000000,-8.970060
118.800000,102.303838,0.000000,47.719711,281.200000,90.251787,50.000000,-35.373204,118.800000,65.780481,100.000000,-27.297195,281.200000,48.860562,150.000000,-27.458273,118.800000,19.587706,200.000000,-8.603939
119.200000,102.743736,0.000000,47.848545,280.800000,89.967803,50.000000,-35.486961,119.200000,65.574050,100.000000,-27.250817,280.800000,48.652705,150.000000,-27.255795,119.200000,19.527183,200.000000,-8.235827
119.600000,103.185627,0.000000,47.965015,280.400000,89.682623,50.000000,-35.595249,119.600000,65.368029,100.000000,-27.197945,280.400000,48.446641,150.000000,-27.048880,119.600000,19.469287,200.000000,-7.865838
120.000000,103.629327,0.000000,48.069257,280.000000,89.396301,50.000000,-35.698098,120.000000,65.162475,100.000000,-27.138554,280.000000,48.242400,150.000000,-26.837520,120.000000,19.414025,200.000000,-7.494086
120.400000,104.074653,0.000000,48.161399,279.600000,89.108892,50.000000,-35.795542,120.400000,64.957445,100.000000,-27.072618,279.600000,48.040017,150.000000,-26.621710,120.400000,19.361406,200.000000,-7.120688
120.800000,104.521422,0.000000,48.241555,279.200000,88.820451,50.000000,-35.887611,120.800000,64.752996,100.000000,-27.000109,279.200000,47.839522,150.000000,-26.401444,120.800000,19.311437,200.000000,-6.745762
